ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
225669_at,5.94E-02,4.16E-02,2.063718,-5.412535,0.1962697,IFNAR1,interferon alpha and beta receptor subunit 1
223069_s_at,5.94E-02,4.16E-02,-2.063488,-5.412993,-0.1752833,EML4,echinoderm microtubule associated protein like 4
206636_at,5.94E-02,4.16E-02,2.063451,-5.413066,0.207373,RASA2,RAS p21 protein activator 2
209845_at,5.95E-02,4.17E-02,-2.063087,-5.413793,-0.1992588,MKRN1,makorin ring finger protein 1
215136_s_at,5.95E-02,4.17E-02,-2.062884,-5.414197,-0.2644976,EXOSC8,exosome component 8
220953_s_at,5.95E-02,4.17E-02,-2.062628,-5.414707,-0.2879907,MTMR12,myotubularin related protein 12
205578_at,5.96E-02,4.17E-02,-2.062423,-5.415115,-0.3922413,ROR2,receptor tyrosine kinase like orphan receptor 2
207277_at,5.96E-02,4.18E-02,-2.062233,-5.415494,-0.3290309,CD209,CD209 molecule
205572_at,5.96E-02,4.18E-02,-2.061891,-5.416175,-0.5037979,ANGPT2,angiopoietin 2
230147_at,5.96E-02,4.18E-02,-2.061787,-5.416383,-0.3882382,F2RL2,coagulation factor II thrombin receptor like 2
204411_at,5.96E-02,4.18E-02,2.061734,-5.416489,0.2652067,KIF21B,kinesin family member 21B
203556_at,5.98E-02,4.19E-02,2.060955,-5.41804,0.2443043,ZHX2,zinc fingers and homeoboxes 2
201393_s_at,5.98E-02,4.19E-02,2.060812,-5.418324,0.1558849,IGF2R,insulin like growth factor 2 receptor
200066_at,5.98E-02,4.19E-02,2.060534,-5.418878,0.153411,IK,"IK cytokine, down-regulator of HLA II"
1555889_a_at,5.98E-02,4.19E-02,2.060327,-5.41929,0.2541331,CRTAP,cartilage associated protein
208518_s_at,5.98E-02,4.19E-02,2.060265,-5.419414,0.2770346,PER2,period circadian clock 2
33768_at,5.99E-02,4.20E-02,2.059986,-5.419969,0.1559208,DMWD,"dystrophia myotonica, WD repeat containing"
243030_at,5.99E-02,4.20E-02,2.05996,-5.42002,0.2593999,,
227792_at,5.99E-02,4.20E-02,2.059791,-5.420357,0.2154991,ITPRIPL2,"inositol 1,4,5-trisphosphate receptor interacting protein like 2"
222484_s_at,5.99E-02,4.20E-02,-2.059503,-5.420931,-1.0503944,CXCL14,C-X-C motif chemokine ligand 14
203245_s_at,6.00E-02,4.21E-02,2.058844,-5.422242,0.2393953,LINC00094,long intergenic non-protein coding RNA 94
213850_s_at,6.01E-02,4.21E-02,2.058179,-5.423564,0.1466222,SCAF11,SR-related CTD associated factor 11
225259_at,6.01E-02,4.22E-02,-2.057891,-5.424136,-0.2600195,RAB6B,"RAB6B, member RAS oncogene family"
219538_at,6.02E-02,4.22E-02,-2.057736,-5.424444,-0.2196826,WDR5B,WD repeat domain 5B
226924_at,6.02E-02,4.22E-02,2.057651,-5.424615,0.3294676,LINC00909,long intergenic non-protein coding RNA 909
212738_at,6.03E-02,4.23E-02,2.056924,-5.426059,0.1882266,ARHGAP19,Rho GTPase activating protein 19
242305_at,6.03E-02,4.23E-02,2.056787,-5.426332,0.2382494,LOC645513,septin 7 pseudogene
219244_s_at,6.03E-02,4.23E-02,-2.056593,-5.426718,-0.1593286,MRPL46,mitochondrial ribosomal protein L46
222990_at,6.04E-02,4.24E-02,2.056043,-5.42781,0.155789,UBQLN1,ubiquilin 1
214864_s_at,6.05E-02,4.24E-02,-2.055104,-5.429676,-0.182982,GRHPR,glyoxylate and hydroxypyruvate reductase
227282_at,6.06E-02,4.25E-02,-2.054308,-5.431256,-0.6314871,PCDH19,protocadherin 19
225900_at,6.06E-02,4.25E-02,2.054296,-5.431279,0.2269199,EXOC6B,exocyst complex component 6B
228429_x_at,6.07E-02,4.26E-02,2.053867,-5.432132,0.2394525,KIF9,kinesin family member 9
223342_at,6.07E-02,4.26E-02,2.053743,-5.432378,0.2661922,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B
204602_at,6.08E-02,4.27E-02,-2.052809,-5.434232,-0.9593298,DKK1,dickkopf WNT signaling pathway inhibitor 1
211901_s_at,6.08E-02,4.27E-02,-2.052785,-5.43428,-0.1905333,PDE4A,phosphodiesterase 4A
240572_s_at,6.08E-02,4.27E-02,-2.05259,-5.434667,-0.2784411,LOC374443,C-type lectin domain family 2 member D pseudogene
1553286_at,6.09E-02,4.27E-02,-2.052457,-5.434929,-0.1453438,ZNF555,zinc finger protein 555
225733_at,6.09E-02,4.27E-02,-2.052385,-5.435073,-0.1639472,B3GALT6,"beta-1,3-galactosyltransferase 6"
213194_at,6.09E-02,4.28E-02,-2.051795,-5.436244,-0.3103838,ROBO1,roundabout guidance receptor 1
215873_x_at,6.10E-02,4.28E-02,-2.051547,-5.436735,-0.1749997,ABCC10,ATP binding cassette subfamily C member 10
225234_at,6.10E-02,4.28E-02,2.051205,-5.437412,0.1310424,CBL,Cbl proto-oncogene
226814_at,6.10E-02,4.28E-02,2.051181,-5.43746,0.3401516,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9
57516_at,6.10E-02,4.29E-02,-2.051019,-5.437782,-0.2343915,ZNF764,zinc finger protein 764
239391_at,6.11E-02,4.29E-02,2.050628,-5.438557,0.1537446,FAM120AOS,family with sequence similarity 120A opposite strand
212338_at,6.11E-02,4.29E-02,2.05056,-5.438692,0.2538669,MYO1D,myosin ID
203314_at,6.11E-02,4.29E-02,2.050291,-5.439224,0.225794,GTPBP6,GTP binding protein 6 (putative)
233759_s_at,6.11E-02,4.29E-02,-2.05026,-5.439287,-0.1542482,PPP4R3B,protein phosphatase 4 regulatory subunit 3B
212049_at,6.11E-02,4.29E-02,2.05017,-5.439465,0.1081214,WIPF2,WAS/WASL interacting protein family member 2
1559382_at,6.12E-02,4.30E-02,2.049569,-5.440655,0.213346,SMIM7,small integral membrane protein 7
238572_at,6.13E-02,4.31E-02,2.048805,-5.442169,0.1127746,STK16,serine/threonine kinase 16
230998_at,6.14E-02,4.32E-02,-2.047997,-5.443768,-0.2794966,CBX3,chromobox 3
206106_at,6.14E-02,4.32E-02,-2.04793,-5.4439,-0.2890514,MAPK12,mitogen-activated protein kinase 12
213308_at,6.16E-02,4.32E-02,2.04708,-5.445583,0.513176,SHANK2,SH3 and multiple ankyrin repeat domains 2
204443_at,6.16E-02,4.33E-02,-2.046726,-5.446284,-0.3160398,ARSA,arylsulfatase A
244889_at,6.16E-02,4.33E-02,-2.046574,-5.446585,-0.137486,LOC400499///LOC388210,vitellogenin///uncharacterized LOC388210
1553394_a_at,6.17E-02,4.33E-02,-2.046044,-5.447633,-0.713266,TFAP2B,transcription factor AP-2 beta
228130_at,6.17E-02,4.34E-02,-2.046034,-5.447653,-0.1276911,ZSCAN30,zinc finger and SCAN domain containing 30
224883_at,6.17E-02,4.34E-02,2.045847,-5.448024,0.2613339,BLOC1S6,biogenesis of lysosomal organelles complex 1 subunit 6
226958_s_at,6.18E-02,4.34E-02,-2.045565,-5.448582,-0.1977999,MED11,mediator complex subunit 11
234107_s_at,6.18E-02,4.34E-02,-2.04552,-5.448669,-0.2490572,DTD1,D-tyrosyl-tRNA deacylase 1
226748_at,6.18E-02,4.34E-02,2.045408,-5.44889,0.1951742,LYSMD2,LysM domain containing 2
230263_s_at,6.18E-02,4.34E-02,2.04536,-5.448985,0.456377,DOCK5,dedicator of cytokinesis 5
203682_s_at,6.18E-02,4.34E-02,2.045279,-5.449147,0.2416535,IVD,isovaleryl-CoA dehydrogenase
244126_at,6.18E-02,4.34E-02,-2.04507,-5.44956,-0.1161383,PEX11G,peroxisomal biogenesis factor 11 gamma
223340_at,6.18E-02,4.35E-02,2.045011,-5.449676,0.3567379,ATL1,atlastin GTPase 1
204008_at,6.18E-02,4.35E-02,-2.044968,-5.449761,-0.1570299,DNAL4,dynein axonemal light chain 4
219174_at,6.18E-02,4.35E-02,2.044876,-5.449943,0.2874819,IFT74,intraflagellar transport 74
227517_s_at,6.18E-02,4.35E-02,-2.044785,-5.450123,-0.3281978,SNORD77///SNORD76///SNORD74///GAS5///SNORD44///SNORD47///SNORD80///SNORD79///SNORD81,"small nucleolar RNA, C/D box 77///small nucleolar RNA, C/D box 76///small nucleolar RNA, C/D box 74///growth arrest specific 5 (non-protein coding)///small nucleolar RNA, C/D box 44///small nucleolar RNA, C/D box 47///small nucleolar RNA, C/D box 80///small nucleolar RNA, C/D box 79///small nucleolar RNA, C/D box 81"
234984_at,6.18E-02,4.35E-02,-2.04475,-5.450193,-0.1848878,NEDD1,"neural precursor cell expressed, developmentally down-regulated 1"
203695_s_at,6.19E-02,4.35E-02,-2.044655,-5.45038,-0.4615319,DFNA5,"DFNA5, deafness associated tumor suppressor"
219460_s_at,6.19E-02,4.35E-02,2.044616,-5.450457,0.146297,TMEM127,transmembrane protein 127
1553973_a_at,6.19E-02,4.35E-02,-2.044442,-5.450801,-0.562737,SPINK6,"serine peptidase inhibitor, Kazal type 6"
202859_x_at,6.19E-02,4.35E-02,-2.044361,-5.45096,-0.7516634,CXCL8,C-X-C motif chemokine ligand 8
202847_at,6.19E-02,4.35E-02,2.044349,-5.450985,0.2098359,PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial"
210341_at,6.20E-02,4.36E-02,-2.043461,-5.45274,-0.4754657,MYT1,myelin transcription factor 1
221879_at,6.20E-02,4.36E-02,2.04335,-5.452958,0.2517268,CALML4,calmodulin like 4
213743_at,6.21E-02,4.37E-02,2.042771,-5.454102,0.2268749,CCNT2,cyclin T2
1567080_s_at,6.23E-02,4.38E-02,2.041709,-5.4562,0.2178408,CLN6,"ceroid-lipofuscinosis, neuronal 6, late infantile, variant"
202121_s_at,6.23E-02,4.38E-02,-2.041115,-5.457373,-0.1545524,CHMP2A,charged multivesicular body protein 2A
227702_at,6.23E-02,4.39E-02,2.040971,-5.457656,0.9039284,CYP4X1,cytochrome P450 family 4 subfamily X member 1
233655_s_at,6.24E-02,4.39E-02,-2.040841,-5.457914,-0.3136863,HAUS6,HAUS augmin like complex subunit 6
235647_at,6.24E-02,4.39E-02,2.040731,-5.458131,0.2085795,AP4S1,adaptor related protein complex 4 sigma 1 subunit
226464_at,6.24E-02,4.39E-02,2.040461,-5.458662,0.3500932,C3orf58,chromosome 3 open reading frame 58
220246_at,6.25E-02,4.39E-02,-2.040129,-5.459318,-0.3085572,CAMK1D,calcium/calmodulin dependent protein kinase ID
203909_at,6.25E-02,4.40E-02,2.04007,-5.459435,0.1633817,SLC9A6,solute carrier family 9 member A6
204836_at,6.25E-02,4.40E-02,-2.039881,-5.459807,-0.4607365,GLDC,glycine decarboxylase
229464_at,6.25E-02,4.40E-02,2.039616,-5.46033,0.3861778,MYEF2,myelin expression factor 2
221641_s_at,6.25E-02,4.40E-02,2.039493,-5.460572,0.161857,ACOT9,acyl-CoA thioesterase 9
1556389_at,6.26E-02,4.40E-02,2.039153,-5.461244,0.2728195,CNPY3,canopy FGF signaling regulator 3
209560_s_at,6.26E-02,4.41E-02,-2.039076,-5.461395,-0.7384752,DLK1,delta like non-canonical Notch ligand 1
221903_s_at,6.26E-02,4.41E-02,2.039032,-5.461481,0.2184459,CYLD,CYLD lysine 63 deubiquitinase
203446_s_at,6.26E-02,4.41E-02,-2.038777,-5.461984,-0.2222489,OCRL,"OCRL, inositol polyphosphate-5-phosphatase"
1552546_a_at,6.26E-02,4.41E-02,-2.038652,-5.46223,-0.4716309,LETM2,leucine zipper and EF-hand containing transmembrane protein 2
222106_at,6.27E-02,4.42E-02,2.038062,-5.463394,0.4719891,PRND,prion protein 2 (dublet)
200802_at,6.29E-02,4.43E-02,2.036632,-5.466211,0.1499425,SARS,seryl-tRNA synthetase
226979_at,6.29E-02,4.43E-02,-2.036593,-5.466289,-0.1388283,MAP3K2,mitogen-activated protein kinase kinase kinase 2
44790_s_at,6.29E-02,4.43E-02,2.036442,-5.466585,0.3969763,KIAA0226L,KIAA0226 like
225619_at,6.29E-02,4.43E-02,2.036412,-5.466644,0.7307117,SLAIN1,SLAIN motif family member 1
217854_s_at,6.30E-02,4.44E-02,-2.036126,-5.467207,-0.1850144,POLR2E,RNA polymerase II subunit E
225275_at,6.30E-02,4.44E-02,2.035845,-5.467761,0.5223462,EDIL3,EGF like repeats and discoidin domains 3
203676_at,6.31E-02,4.44E-02,2.035459,-5.46852,0.2907316,GNS,glucosamine (N-acetyl)-6-sulfatase
206695_x_at,6.31E-02,4.45E-02,2.035123,-5.469182,0.2538674,ZNF43,zinc finger protein 43
235711_at,6.32E-02,4.45E-02,-2.03462,-5.470173,-0.2109022,MIR4657///PURB,microRNA 4657///purine rich element binding protein B
238190_at,6.33E-02,4.46E-02,-2.034053,-5.471288,-0.164993,TUFM,"Tu translation elongation factor, mitochondrial"
241353_s_at,6.34E-02,4.47E-02,2.033053,-5.473255,0.2597756,LOC100507507,uncharacterized LOC100507507
205990_s_at,6.34E-02,4.47E-02,-2.033015,-5.47333,-0.6012704,WNT5A,Wnt family member 5A
218234_at,6.34E-02,4.47E-02,2.033008,-5.473344,0.1277301,ING4,inhibitor of growth family member 4
220097_s_at,6.35E-02,4.47E-02,-2.032396,-5.474547,-0.1428821,TMEM104,transmembrane protein 104
201067_at,6.35E-02,4.47E-02,2.032293,-5.474749,0.2175385,PSMC2,"proteasome 26S subunit, ATPase 2"
218544_s_at,6.37E-02,4.49E-02,2.031143,-5.477008,0.1784135,RCL1,RNA terminal phosphate cyclase like 1
235071_at,6.37E-02,4.49E-02,-2.030901,-5.477484,-0.1874321,WDR92,WD repeat domain 92
205719_s_at,6.37E-02,4.49E-02,-2.030675,-5.477928,-0.5854935,LOC101929036///PAH,uncharacterized LOC101929036///phenylalanine hydroxylase
202331_at,6.37E-02,4.49E-02,-2.030659,-5.47796,-0.1992561,BCKDHA,"branched chain keto acid dehydrogenase E1, alpha polypeptide"
210133_at,6.38E-02,4.49E-02,-2.030495,-5.478283,-0.7255437,CCL11,C-C motif chemokine ligand 11
220397_at,6.38E-02,4.50E-02,-2.029978,-5.479298,-0.3263006,MDM1,Mdm1 nuclear protein
225996_at,6.38E-02,4.50E-02,2.029903,-5.479444,0.7405522,LONRF2,LON peptidase N-terminal domain and ring finger 2
217501_at,6.39E-02,4.50E-02,2.029417,-5.480399,0.2036197,CIAO1,cytosolic iron-sulfur assembly component 1
202500_at,6.39E-02,4.51E-02,2.029249,-5.480729,0.1706007,DNAJB2,DnaJ heat shock protein family (Hsp40) member B2
39835_at,6.40E-02,4.51E-02,-2.028865,-5.481483,-0.2112358,SBF1,SET binding factor 1
214552_s_at,6.40E-02,4.51E-02,-2.028731,-5.481745,-0.2285786,RABEP1,"rabaptin, RAB GTPase binding effector protein 1"
228229_at,6.41E-02,4.52E-02,-2.027674,-5.483821,-0.2075024,ZNF526,zinc finger protein 526
218896_s_at,6.42E-02,4.52E-02,2.0275,-5.484162,0.2514214,NCBP3,nuclear cap binding subunit 3
235542_at,6.43E-02,4.53E-02,-2.026611,-5.485905,-0.3442272,TET3,tet methylcytosine dioxygenase 3
218084_x_at,6.43E-02,4.53E-02,2.026524,-5.486075,0.3503842,FXYD5,FXYD domain containing ion transport regulator 5
218212_s_at,6.43E-02,4.54E-02,2.026355,-5.486407,0.2430985,MOCS2,molybdenum cofactor synthesis 2
218462_at,6.44E-02,4.54E-02,-2.025789,-5.487515,-0.2431138,RPF1,ribosome production factor 1 homolog
225103_at,6.44E-02,4.55E-02,-2.02549,-5.488102,-0.2965644,MRPL38,mitochondrial ribosomal protein L38
226530_at,6.45E-02,4.55E-02,-2.025231,-5.488609,-0.2038242,BMF,Bcl2 modifying factor
226351_at,6.45E-02,4.55E-02,-2.025019,-5.489024,-0.2279126,NSUN4,NOP2/Sun RNA methyltransferase family member 4
207168_s_at,6.45E-02,4.55E-02,-2.024994,-5.489073,-0.1237545,H2AFY,H2A histone family member Y
228663_x_at,6.46E-02,4.56E-02,-2.024482,-5.490076,-0.1293701,FIZ1,FLT3 interacting zinc finger 1
225844_at,6.46E-02,4.56E-02,-2.024441,-5.490158,-0.1784466,POLE4,"DNA polymerase epsilon 4, accessory subunit"
233058_at,6.46E-02,4.56E-02,-2.024146,-5.490736,-0.2998279,GPSM2,G-protein signaling modulator 2
209598_at,6.46E-02,4.56E-02,2.024069,-5.490886,0.8003849,PNMA2,paraneoplastic Ma antigen 2
227941_at,6.47E-02,4.57E-02,-2.023297,-5.492398,-0.3693745,LOC339803,uncharacterized LOC339803
1569291_at,6.48E-02,4.57E-02,-2.023012,-5.492956,-0.1340189,CROCCP2,"ciliary rootlet coiled-coil, rootletin pseudogene 2"
212787_at,6.48E-02,4.57E-02,2.022969,-5.493041,0.13708,YLPM1,YLP motif containing 1
206399_x_at,6.48E-02,4.57E-02,-2.022925,-5.493126,-0.1344983,LOC100507353///CACNA1A,uncharacterized LOC100507353///calcium voltage-gated channel subunit alpha1 A
202984_s_at,6.49E-02,4.58E-02,2.022226,-5.494493,0.3169177,BAG5,BCL2 associated athanogene 5
235587_at,6.49E-02,4.58E-02,2.021991,-5.494954,0.224036,PAXIP1-AS1,PAXIP1 antisense RNA 1 (head to head)
202944_at,6.51E-02,4.59E-02,2.021086,-5.496725,0.1730988,NAGA,alpha-N-acetylgalactosaminidase
235353_at,6.51E-02,4.60E-02,2.020583,-5.497707,0.2525007,SEL1L3,SEL1L family member 3
236983_at,6.51E-02,4.60E-02,2.020415,-5.498035,0.2702413,TMC5,transmembrane channel like 5
225355_at,6.52E-02,4.60E-02,2.020029,-5.498791,0.4725497,NEURL1B,neuralized E3 ubiquitin protein ligase 1B
203221_at,6.53E-02,4.61E-02,-2.019384,-5.500051,-0.2425771,TLE1,transducin like enhancer of split 1
223808_s_at,6.54E-02,4.62E-02,-2.018723,-5.501344,-0.1692618,PTPMT1///NDUFS3,"protein tyrosine phosphatase, mitochondrial 1///NADH:ubiquinone oxidoreductase core subunit S3"
203404_at,6.55E-02,4.62E-02,2.018248,-5.502271,0.3574625,ARMCX2,"armadillo repeat containing, X-linked 2"
209518_at,6.55E-02,4.62E-02,-2.018148,-5.502466,-0.1764765,SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"
220071_x_at,6.55E-02,4.63E-02,2.017669,-5.503402,0.1485157,HAUS2,HAUS augmin like complex subunit 2
232780_s_at,6.56E-02,4.63E-02,-2.017504,-5.503723,-0.1701798,ZNF691,zinc finger protein 691
223271_s_at,6.56E-02,4.63E-02,-2.017117,-5.50448,-0.2894031,CTDSPL2,CTD small phosphatase like 2
217066_s_at,6.56E-02,4.64E-02,2.016921,-5.504863,0.2481036,DMPK,dystrophia myotonica protein kinase
204106_at,6.57E-02,4.64E-02,-2.016311,-5.506052,-0.1137269,TESK1,testis-specific kinase 1
232946_s_at,6.58E-02,4.65E-02,2.015554,-5.50753,0.2271689,NADSYN1,NAD synthetase 1
226251_at,6.59E-02,4.65E-02,2.015352,-5.507924,0.1719482,ASXL2,"additional sex combs like 2, transcriptional regulator"
1561394_s_at,6.60E-02,4.66E-02,-2.014549,-5.509491,-0.2235391,KIAA1755,KIAA1755
227701_at,6.60E-02,4.67E-02,2.014119,-5.510328,0.3054303,CCDC186,coiled-coil domain containing 186
200625_s_at,6.61E-02,4.67E-02,2.013874,-5.510806,0.1711283,CAP1,adenylate cyclase associated protein 1
233564_s_at,6.61E-02,4.67E-02,-2.013832,-5.510888,-0.2096246,CDADC1,cytidine and dCMP deaminase domain containing 1
205388_at,6.61E-02,4.67E-02,2.013812,-5.510927,0.2720702,TNNC2,"troponin C2, fast skeletal type"
212504_at,6.61E-02,4.67E-02,2.013522,-5.511492,0.2119277,DIP2C,disco interacting protein 2 homolog C
225585_at,6.62E-02,4.68E-02,2.013146,-5.512224,0.2312077,RAP2A,"RAP2A, member of RAS oncogene family"
202819_s_at,6.62E-02,4.68E-02,-2.012608,-5.513273,-0.2608884,TCEB3,transcription elongation factor B subunit 3
235791_x_at,6.63E-02,4.69E-02,2.012024,-5.514411,0.2348405,CHD1,chromodomain helicase DNA binding protein 1
218058_at,6.63E-02,4.69E-02,2.011944,-5.514568,0.1935112,CXXC1,CXXC finger protein 1
221869_at,6.64E-02,4.69E-02,-2.011696,-5.51505,-0.2117384,ZNF512B,zinc finger protein 512B
218098_at,6.65E-02,4.70E-02,-2.011186,-5.516043,-0.1583333,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2
228834_at,6.65E-02,4.70E-02,2.010867,-5.516665,0.3699574,TOB1,"transducer of ERBB2, 1"
201538_s_at,6.65E-02,4.70E-02,-2.010751,-5.516889,-0.2031712,DUSP3,dual specificity phosphatase 3
206383_s_at,6.65E-02,4.70E-02,-2.010484,-5.51741,-0.2328832,G3BP2,G3BP stress granule assembly factor 2
212629_s_at,6.65E-02,4.70E-02,2.010463,-5.51745,0.1955855,PKN2,protein kinase N2
227075_at,6.66E-02,4.71E-02,2.010304,-5.51776,0.2494358,ELP3,elongator acetyltransferase complex subunit 3
232591_s_at,6.66E-02,4.71E-02,-2.009944,-5.51846,-0.2974657,TMEM30A,transmembrane protein 30A
225268_at,6.66E-02,4.71E-02,-2.009814,-5.518713,-0.2184478,KPNA4,karyopherin subunit alpha 4
235104_at,6.68E-02,4.72E-02,2.008856,-5.520577,0.6126818,ERAP2,endoplasmic reticulum aminopeptidase 2
232541_at,6.68E-02,4.72E-02,2.008695,-5.520889,0.6803764,,
231017_at,6.68E-02,4.72E-02,2.008675,-5.52093,0.302482,STK11,serine/threonine kinase 11
220920_at,6.68E-02,4.73E-02,-2.008521,-5.521228,-0.2074257,ATP10B,ATPase phospholipid transporting 10B (putative)
202069_s_at,6.68E-02,4.73E-02,-2.008491,-5.521287,-0.2475621,IDH3A,isocitrate dehydrogenase 3 (NAD(+)) alpha
201313_at,6.68E-02,4.73E-02,-2.008383,-5.521497,-0.4359234,ENO2,enolase 2
223961_s_at,6.69E-02,4.73E-02,2.008226,-5.521802,0.3219485,CISH,cytokine inducible SH2 containing protein
228602_at,6.69E-02,4.73E-02,2.007913,-5.522411,0.3125555,SGCD,sarcoglycan delta
201344_at,6.70E-02,4.74E-02,2.007293,-5.523617,0.1869157,UBE2D2,ubiquitin conjugating enzyme E2 D2
224811_at,6.70E-02,4.74E-02,2.007229,-5.52374,0.2608551,LPP,LIM domain containing preferred translocation partner in lipoma
208898_at,6.71E-02,4.75E-02,-2.006708,-5.524753,-0.1960683,ATP6V1D,ATPase H+ transporting V1 subunit D
213394_at,6.71E-02,4.75E-02,2.006581,-5.524999,0.2666991,MAPKBP1,mitogen-activated protein kinase binding protein 1
222113_s_at,6.72E-02,4.75E-02,-2.006021,-5.526087,-0.1604361,EPS15L1,epidermal growth factor receptor pathway substrate 15 like 1
231828_at,6.72E-02,4.75E-02,2.005946,-5.526232,0.3366376,PSMD5-AS1,PSMD5 antisense RNA 1 (head to head)
210116_at,6.73E-02,4.76E-02,2.005401,-5.527292,0.356859,SH2D1A,SH2 domain containing 1A
227522_at,6.73E-02,4.76E-02,-2.00535,-5.52739,-0.5111393,CMBL,carboxymethylenebutenolidase homolog
207667_s_at,6.73E-02,4.76E-02,2.005082,-5.527911,0.2496894,LOC100996792///MAP2K3,dual specificity mitogen-activated protein kinase kinase 3///mitogen-activated protein kinase kinase 3
225700_at,6.73E-02,4.76E-02,2.005005,-5.528061,0.3595599,GLCCI1,glucocorticoid induced 1
227336_at,6.73E-02,4.76E-02,2.004984,-5.528102,0.133276,DTX1,deltex E3 ubiquitin ligase 1
209699_x_at,6.73E-02,4.76E-02,-2.004955,-5.528158,-1.0437115,LOC101930400///AKR1C2,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2"
231713_s_at,6.73E-02,4.77E-02,-2.004656,-5.528738,-0.1813647,ELP2,elongator acetyltransferase complex subunit 2
214283_at,6.74E-02,4.77E-02,-2.004544,-5.528956,-0.2402223,TMEM97,transmembrane protein 97
227482_at,6.74E-02,4.77E-02,-2.004426,-5.529185,-0.1088568,ADCK1,aarF domain containing kinase 1
225877_at,6.74E-02,4.77E-02,-2.004246,-5.529533,-0.2780805,TYSND1,trypsin domain containing 1
224943_at,6.74E-02,4.77E-02,2.004039,-5.529935,0.2205726,BTBD7,BTB domain containing 7
235214_at,6.75E-02,4.78E-02,-2.003787,-5.530423,-0.1190651,LURAP1,leucine rich adaptor protein 1
214442_s_at,6.75E-02,4.78E-02,-2.003634,-5.530721,-0.2610315,PIAS2,protein inhibitor of activated STAT 2
202606_s_at,6.75E-02,4.78E-02,-2.003353,-5.531267,-0.2263018,TLK1,tousled like kinase 1
223280_x_at,6.75E-02,4.78E-02,2.003291,-5.531387,0.3466901,MS4A6A,membrane spanning 4-domains A6A
227548_at,6.76E-02,4.79E-02,2.002982,-5.531986,0.3016479,ORMDL1,ORMDL sphingolipid biosynthesis regulator 1
236240_at,6.76E-02,4.79E-02,-2.002849,-5.532244,-0.1105227,ABHD18,abhydrolase domain containing 18
208712_at,6.76E-02,4.79E-02,2.0027,-5.532533,0.4589255,CCND1,cyclin D1
222672_at,6.77E-02,4.80E-02,-2.001998,-5.533894,-0.1583876,LYRM4,LYR motif containing 4
229801_at,6.77E-02,4.80E-02,-2.001888,-5.534108,-0.3219076,PROSER2,proline and serine rich 2
223000_s_at,6.77E-02,4.80E-02,-2.00176,-5.534355,-0.1993776,F11R,F11 receptor
214228_x_at,6.77E-02,4.80E-02,-2.00173,-5.534413,-0.2384632,TNFRSF4,TNF receptor superfamily member 4
228257_at,6.78E-02,4.80E-02,-2.001618,-5.534631,-0.1742051,ANKRD52,ankyrin repeat domain 52
206290_s_at,6.78E-02,4.80E-02,-2.001554,-5.534755,-0.4284454,RGS7,regulator of G-protein signaling 7
208614_s_at,6.78E-02,4.81E-02,2.001213,-5.535415,0.1924959,FLNB,filamin B
212593_s_at,6.78E-02,4.81E-02,2.001164,-5.53551,0.1738089,MIR4680///PDCD4,microRNA 4680///programmed cell death 4 (neoplastic transformation inhibitor)
217921_at,6.79E-02,4.81E-02,-2.00051,-5.536778,-0.251969,MAN1A2,mannosidase alpha class 1A member 2
215467_x_at,6.79E-02,4.81E-02,2.000392,-5.537006,0.0955049,LOC647070,"nascent polypeptide-associated complex subunit alpha, muscle-specific form-like"
232289_at,6.79E-02,4.82E-02,2.00031,-5.537166,0.3903553,LOC100996843///KCNJ18///KCNJ12,ATP-sensitive inward rectifier potassium channel 12-like///potassium voltage-gated channel subfamily J member 18///potassium voltage-gated channel subfamily J member 12
222444_at,6.80E-02,4.82E-02,2.000191,-5.537395,0.2511437,ARMCX3,"armadillo repeat containing, X-linked 3"
65133_i_at,6.80E-02,4.82E-02,-2.000087,-5.537597,-0.3313596,INO80B-WBP1///INO80B,INO80B-WBP1 readthrough (NMD candidate)///INO80 complex subunit B
222743_s_at,6.80E-02,4.82E-02,-1.999517,-5.538702,-0.2219927,C11orf71,chromosome 11 open reading frame 71
212497_at,6.81E-02,4.83E-02,-1.999259,-5.539201,-0.1929371,MAPK1IP1L,mitogen-activated protein kinase 1 interacting protein 1 like
202334_s_at,6.81E-02,4.83E-02,1.999144,-5.539423,0.2085988,UBE2B,ubiquitin conjugating enzyme E2 B
242364_x_at,6.81E-02,4.83E-02,1.999091,-5.539527,0.1957553,TNRC6C-AS1,TNRC6C antisense RNA 1
203197_s_at,6.81E-02,4.83E-02,1.999014,-5.539674,0.1253984,C1orf123,chromosome 1 open reading frame 123
223033_s_at,6.81E-02,4.83E-02,-1.998981,-5.53974,-0.1638778,SCYL1,SCY1 like pseudokinase 1
202436_s_at,6.82E-02,4.83E-02,-1.998625,-5.540428,-0.5293424,CYP1B1,cytochrome P450 family 1 subfamily B member 1
201616_s_at,6.82E-02,4.84E-02,1.998451,-5.540766,0.3550795,CALD1,caldesmon 1
